"REAL ESTATE"	"Territory Partner Manager"
"SOFTWARE SALES"	"Business Strategist - ibm.com"
"64"	"Marketing with Business Partners"
"STRATEGIC OUTSOURCING"	"Sr. Manager, WW Market Intelligence"
"REAL ESTATE"	"Director, Web Sales and Support"
"REAL ESTATE"	"SWG Industry Sales Development"
"REAL ESTATE"	"Software IT Architect Technical Sales Manager SouthWest Region"
"0"	"Application Programmer"
"0"	"Staff Application Programmer"
"0"	"Application Programmer"
"PUBLIC SECTOR"	"Technology Planning, Service Delivery Ctr, South"
"RESEARCH"	"STSM/Manager: Scalable XML Infrastructure"
"WW SALES"	"Lead Architect, WebSphere Application Server -- EJB Container"
"SW"	"DB2 Information Management EMEA"
"2"	"Director Communications IGS and Sectors EMEA"
"PUBLIC SECTOR"	"Senior IT Specialist, ODSSD Quality Assurance"
"HUMAN RESOURCES"	"Systems Group Site Accounting Lead"
"PUBLIC SECTOR"	"US Contracts & Negotiations - Rational Brand"
"0"	"Software Engineer"
"0"	"Senior Human Resource Professional"
"0"	"Associate Market Intelligence Specialist (advanced)"
"STRATEGIC OUTSOURCING"	"Regional Offering manager, Web Hosting"
"0"	"Staff Software Engineer"
"STRATEGIC OUTSOURCING"	"Service Planning Rep"
"REAL ESTATE"	"Manager, Information Services IBM Americas Market Intelligence"
"STRATEGIC OUTSOURCING"	"Manager, IGS Communications"
"TG STAFF"	"Senior Engineering Manager (300mm IT/Systems )"
"PUBLIC SECTOR"	"Customer Support Executive"
"WW SALES"	"Manager, Worldwide Content Management Alliance Development"
"WW SALES"	"Bus. Integration Sales Specialist, WW BI Team"
"REAL ESTATE"	"Client Manager, Waste Mgmt,Reliant Energy,Anico"
"0"	"JTC - Current Release Test"
"PUBLIC SECTOR"	"Software Distribution"
"SG&A"	"LAPI. HPC Communication Protocols"
"HUMAN RESOURCES"	"LAN, WLAN and IP Strategy"
"WW SALES"	"Rational ClearCase Product Manager"
"NONE"	"Employee Communication, w3 Editor & Information Broker"
"2"	"Senior I/T Specialist"
"STRATEGIC OUTSOURCING"	"National Sales Executive Distribution Sector"
"SOFTWARE SALES"	"General Manager- Global IBM/Siebel Alliance"
"WW SALES"	"IT Specialist"
"PUBLIC SECTOR"	"IBM Storage MFS WW Level 2"
"0"	"Associate Project Manager"
"TG STAFF"	"WW zSeries Sales Leader, Public Sector"
"0"	"Territory Manager"
"SG&A"	"Prog Dir, zSeries Connectivity Solutions"
"SEC F&S OPS"	"Director of  Sales Operations & Emerging Business, IGF, Americas"
"SYS GROUP MFG"	"ISC CSeE Offering Information Management, Offering Classification and Enterprise Taxonomy"
"PUBLIC SECTOR"	"Project Manager, SEAS Project"
"WW SALES"	"Sr MGR GeT WW Support Applications Development"
"REAL ESTATE"	"Technical Sales Specialist- eServer,zSeries - zSeries Software & zWS -Techline,Americas (Central Region)"
"PC DIVISION"	"Program Director, PC Institute"
"WW SALES"	"Director, Autonomic Computing"
"TG STAFF"	"Human Resources Professional"
"HUMAN RESOURCES"	"IGS Incentive Planning"
"REAL ESTATE"	"e-Business Consultative Sales/Retail"
"PUBLIC SECTOR"	"Managing Consultant - Certified - Process Design"
"PUBLIC SECTOR"	"I/T Architect Finance"
"STRATEGIC OUTSOURCING"	"Executive Project Mgr (certified); PMP"
"SG&A"	"Vice President, STG Systems Assurance & Tucson Site General Manager"
"TG STAFF"	"Business Executive, eServer Support"
"WW SALES"	"Media Relations for DB2"
"2"	"Security & Privacy Servi"
"0"	"Manager, Financial Services Sector, AMS Delivery"
"SOFTWARE GROUP"	"Websphere Portal Customer Enablement"
"SW"	"Manager Software Innovation Team, Integration and Collaboration"
"GS"	"RM&D PD Tool/Program PM"
"NONE"	"BCS Leader Switzerland"
"2"	"ASEAN LEGAL"
"NONE"	"Accounts Architect"
"SG&A"	"Manager, Internal & Executive Communications"
"PUBLIC SECTOR"	"Global Delivery Business Office"
"SYS GROUP MFG"	"Collections Coordinator"
"PUBLIC SECTOR"	"VP Marketing, Operations & Strategy"
"TG STAFF"	"IT Architect"
"2"	"EUS Business Controls PR"
"HUMAN RESOURCES"	"Sr Mgr Enterprise Information and Content Management"
"SOFTWARE GROUP"	"Designer"
"2"	"AMS SSA Competencies Strategies & Planning Leader"
"WW SALES"	"Technical Evangelism/Strategy, dW Rational"
"SYS GROUP MFG"	"SAP Development"
"SOFTWARE GROUP"	"Lotus Brand Support Center Manager - North Reading"
"NONE"	"Project Manager"
"SOFTWARE SALES"	"Vice President, Marketing"
"WW SALES"	"SW IT Architect - Software, Tivoli - WW Sales Enablement, ROI, Automation, Sales Tools"
"REAL ESTATE"	"PROJECT EXECUTIVE VISTEON ACCOUNT"
"0"	"Advisory Project Manager"
"0"	"Staff Application Programmer"
"WW SALES"	"Business Integration Solution Architect - Asia Pacific"
"SOFTWARE SALES"	"Program Director-"
"STRATEGIC OUTSOURCING"	"Global Solution Manager, IGS Multi-Vendor Networking Service"
"PUBLIC SECTOR"	"AIX Support for GWA, Enterprise Directory, Web ID, Unified Directory, Rock Moving"
"SOFTWARE SALES"	"Global Progam Mgr-PWSE"
"2"	"GOVERNMENT PROGRAMS EXECUTIVE"
"WW SALES"	"Accredited IT Specialist, Lotus Brand"
"HUMAN RESOURCES"	"IBM Management Development - Basic Blue"
"TG STAFF"	"pSeries Cluster Competitive Analysis"
"STRATEGIC OUTSOURCING"	"Manager of IBM Global Services Learning Strategy"
"REAL ESTATE"	"Enterprise Software Sales Manager"
"SYS GROUP MFG"	"Business Transformation"
"PROCUREMENT"	"WWProcurement Ops/Re-Engineering Mgr"
"RESEARCH"	"Associate Director Almaden Research Center"
"REAL ESTATE"	"Client Unit Executive: Central Texas and Texas State and Local Government"
"PUBLIC SECTOR"	"IT Architect - Exchange / Notes"
"WW SALES"	"Database Servers Product Marketing"
"SYS GROUP MFG"	"Customer Relationship Rep. MFG. andPharm. Cluster#s 43005, 0600 & 13003"
"SEC F&S OPS"	"Financial Sales Executive"
"REAL ESTATE"	"DB2 for z/OS and Tools Technical Sales Manager"
"PUBLIC SECTOR"	"BTO Spending FA"
"PUBLIC SECTOR"	"Systems Engineering, GSD Reference Architecture"
"SG&A"	"3494 Library Manager Test Engineer"
"NONE"	"Territory Manager"
"NONE"	"Pgm Mgr BT&IT - EMEA"
"IS"	"Channel Account Manager"
"IS"	"Associate IT Architect"
"0"	"Consultant (Advanced)"
"0"	"CONSULTANT (ADVANCED)"
"SYS GROUP MFG"	"Remanufacturing IGF/BFU"
"2"	"Business Development Mgr. - DataManagement Services - Nordics"
"PUBLIC SECTOR"	"Latin America ITS HW Service Delivery Executive"
"PUBLIC SECTOR"	"COMPUTER OPERATOR SPECIALIST"
"NONE"	"Country Brands Manager"
"NONE"	"IT Specialist"
"2"	"COMMUNICATIONS PROFESSIONAL"
"IS"	"Project Manager"
"2"	"A/NZ Talent Manager"
"REAL ESTATE"	"Data Management, SWITS"
"2"	"PROCUREMENT PROFESSIONAL - TRAINEE"
"0"	"Application Programmer"
"64"	"Account Development Representative - On Demand Software Team"
"PUBLIC SECTOR"	"Senior IT Specialist / Consultant / Team Leader"
"TG STAFF"	"HR Partner - ISC Poughkeepsie"
"REAL ESTATE"	"Territory Solutions and Services Manager"
"2"	"DRO: a.k.a  Dr. Ryan's Office"
"NONE"	"Accounting Coordination, Fixed Asset, I&E / GP reporting"
"REAL ESTATE"	"IT Specialist-Software, WebSphere-Foundation-Advanced Technical Support (ATS), Americas"
"REAL ESTATE"	"Technology Manager (and an all around good guy)"
"TG STAFF"	"Vice President, Human Resources, Technology and Enterprise on Demand"
"TG STAFF"	"xSeries High End Servers Cost Management"
"NONE"	"Life Science Compliance and Regulatory Specialist"
"SYS GROUP MFG"	"Business Management Systems and Operations"
"SOFTWARE SALES"	"Java Architect / Linux / AIX"
"0"	"E2E Project Manager"
"0"	"CONSULTANT (ADVANCED)"
"SOFTWARE GROUP"	"CAREER TECH CUST SUPPT PROF"
"11"	"Service Manager CSC"
"RETAIL STORE SOLS DIV"	"Retail Store Systems, Software Architect and Developer, 4690 OS and Linux OS"
"SALES & DISTRIBUTION"	"BCS Partner, Communications Sector"
"IS"	"System Test Engineer, ITLM Team"
"IS"	"SD Account Manager - Public &  Communication Sector , Italy & Service Delivery Manager, Italy C/South"
"WW SALES"	"Director, Content Management Development"
"STRATEGIC OUTSOURCING"	"SSR End User Services - RTP Mainsite"
"PUBLIC SECTOR"	"Partner, Human Capital management"
"SMB FINANCE"	"CONSULTANT (ADVANCED)"
"HUMAN RESOURCES"	"Chairman and Chief Executive Officer"
"2"	"WW PLM A&D / IP Offerings and Programs Marketing Lead"
"HUMAN RESOURCES"	"HR Management Development: NMS development"
"PUBLIC SECTOR"	"Technical Project Manager - Business Intelligence - BRIO"
"PUBLIC SECTOR"	"Executive Producer"
"0"	"SENIOR CONSULTANT - MANAGER"
"0"	"Business Operations"
"4"	"COMMUNICATIONS PROFESSIONAL"
"PUBLIC SECTOR"	"D-Center Project Management"
"80"	"ADVISORY I/T ARCHITECT"
"NONE"	"Territory Sales Representative , IBM.com"
"2"	"No information provided"
"0"	"Systems Operations Lead Specialist"
"PUBLIC SECTOR"	"IGS GAMSD - Americas Ledger Support"
"TG STAFF"	"GM, pSeries, Server Group"
"17"	"IND&DISTR. CLUSTER EXEC."
"PUBLIC SECTOR"	"Senior Project Executive"
"NONE"	"Nordic Business Development Executive & VC Rela, Emerging Business Unit, IBM Small & Medium Business Unit"
"0"	"Project Manager"
"0"	"Software Engineer"
"NONE"	"Acting Principal Consultant"
"TA"	"Project Manager, PMP"
"PUBLIC SECTOR"	"Partner"
"PUBLIC SECTOR"	"IT SYSTEM PROGRAMMER"
"0"	"IT Specialist, Data Warehousing"
"17"	"IT & E-Business Strategy and Solutions Lead; User Experience Requirements Specialist"
"WW SALES"	"Tivoli Channels Enablement"
"IS"	"Pervasive/Wireless e-business Sales - FSS"
"IS"	"AMS ( non storage ) Snr. IT Sp.( Tester )"
"TG STAFF"	"Project Mgr., Technology Development Enablement"
"SOFTWARE SALES"	"Global IMC Lead,  IBM-Siebel Alliance"
"PUBLIC SECTOR"	"Consultant"
"2"	"Senior Ap-cis Support AD"
"2"	"Manager of Talent and Learning, HR"
"2"	"Resource Deployment Coordinator"
"PUBLIC SECTOR"	"Financial Management/ PeopleSoft Consultant"
"SMB FINANCE"	"Mgr., Finance & Planning, IBM Global Financing, Latin America"
"0"	"Application Programmer"
"0"	"Advisory Territory Partner Manager (non-mgr)"
"0"	"WebSphere MQ L3 iSeriesTeam"
"0"	"Consultant (Advanced)"
"STRATEGIC OUTSOURCING"	"PM"
"0"	"Supply Chain Consultant"
"0"	"IT Specialist, Data Warehousing"
"0"	"Senior Software Engineer"
"SG&A"	"IBM Virtualization Engine (VE) System Services : system verification test / VE topology design"
"IS"	"ITS PpTL and ISO 9000 Coordinator"
"PUBLIC SECTOR"	"IT Specialist"
"REAL ESTATE"	"Procurement & Supply Chain Solutions, Public Sector"
"PUBLIC SECTOR"	"Technical Solution Architect"
"0"	"Application Development,WebServices,Service Oriented Architecture,XML Open Standard,J2EE/Java"
"0"	"Development on Lotus Notes Client team in India"
"0"	"Portal/Portlet Specialist"
"2"	"ASSOCIATE PROJECT MANAGER"
"PUBLIC SECTOR"	"Client Solutions Manager - AXP"
"SOFTWARE GROUP"	"Software Development Manager, Messaging and Collaboration Development"
"SOFTWARE GROUP"	"IBM Software Group - Lotus Support Center Manager - West Chester, PA"
"2"	"Customer Information Ana"
"0"	"SSO-Lead Specialist"
"SOFTWARE GROUP"	"Mgr, Workplace Solutions, Lotus Virtual Classroom, Lotus Discovery Server Development"
"WW SALES"	"ClearCase Advisory Engineer"
"NONE"	"Software Sales Representative SMB"
"SG&A"	"Storage software architecture"
"STRATEGIC OUTSOURCING"	"na"
"IS"	"Client Service Manager"
"SOFTWARE SALES"	"Strategist, Global Small & Medium Business Strategy and Planning"
"FN"	"Domino Administrator"
"REAL ESTATE"	"Software IT Architect, NY/NJ Metro Insurance"
"FINANCE"	"Advanced Printer Architecture and Development"
"STRATEGIC OUTSOURCING"	"Global Business Development Manager , IGS"
"WW SALES"	"Adapter Development"
"WW SALES"	"Development , QMF"
"HUMAN RESOURCES"	"Ass't to Laurence Guilhard-Joly, VP Value Initiatives, & Jean Staten, Director Innovation Communications"
"0"	"CONSULTANT (ADVANCED)"
"0"	"PROJECT MANAGER"
"0"	"Staff Financial Analyst"
"WW SALES"	"Manager Analyst Relations, Data Mgmt, SWG"
"STRATEGIC OUTSOURCING"	"Global Executive, TTS/ITS  - IGS"
"0"	"Web Designer and Developer"
"0"	"Staff Software Engineer"
"0"	"CONSULTANT (ADVANCED)"
"0"	"Technical Leader"
"HUMAN RESOURCES"	"Executive Resource Manager - Global BCS"
"PUBLIC SECTOR"	"Project Manager, IGS Center of Competency,Global Services Offering"
"0"	"Staff Human Resource Professional"
"64"	"iCRBP - US Central & West Region"
"PUBLIC SECTOR"	"AS/400  Automations / AF3E"
"WW SALES"	"ISSW WW Business Planning & Operations"
"SG&A"	"Cache & Memory nest models"
"2"	"Senior Territory Partner Manager (non-mgr)"
"WW SALES"	"IGS Technical Enablement / Partnership Executive"
"0"	"Development Manager, SoDA/WebPublisher"
"WW SALES"	"WebSphere Business Development"
"MS"	"IT Specialist"
"PUBLIC SECTOR"	"Project Manager"
"WW SALES"	"Consulting I/T Specialist Architect"
"PROCUREMENT"	"Global Facilities Management"
"SYS GROUP MFG"	"HR Leader, Integrated Supply Chain, Personal Systems Group Manufacturing"
"TG STAFF"	"Manager - VLSI Packaging Development"
"0"	"ASSOCIATE PROJECT MANAGER"
"0"	"ASSOCIATE PROJECT MANAGER"
"2"	"Senior Secretary"
"FINANCE"	"Manager, Marketing Communications and Sales Support"
"PUBLIC SECTOR"	"Director, Industrial Sector: Automotive, Aerospace & Defense, AMS Delivery"
"WW SALES"	"DB2 Data Management Tools"
"STRATEGIC OUTSOURCING"	"ITS - Account Service and Support Rep/Printers"
"0"	"I/T Product Services Professional - SSR"
"HUMAN RESOURCES"	"IT Project Manager"
"2"	"Technical Sales Support Executive, Korea"
"REAL ESTATE"	"Health Industry Client Rep for HCA"
"PUBLIC SECTOR"	"Manager, DB2 UDB AD Solutions - XML & Microsoft"
"2"	"Quality Co-ordinator & Management Support"
"PUBLIC SECTOR"	"Solution Design and Technology Innovation, Nextel Project Team"
"PUBLIC SECTOR"	"Senior Negotiations Executive"
"SYS GROUP MFG"	"Director, Business Intelligence Solutions, Integrated Supply Chain"
"WW SALES"	"WebSphere Development"
"HUMAN RESOURCES"	"Director, Compensation, BCS"
"STRATEGIC OUTSOURCING"	"Deskside Support (Level 2) Kentucky"
"PUBLIC SECTOR"	"Project Executive - Global SO Process"
"0"	"Application Developer - Mainframe"
"TG STAFF"	"AMS Technology Development"
"IS"	"Client Service Manager BMW"
"HUMAN RESOURCES"	"Associate General Counsel, Intellectual Property Law"
"WW SALES"	"IDR Team Lead"
"SO"	"SO Program Management"
"SEC F&S OPS"	"IGF Deployed Portfolio Program Manager; Technical Resources"
"SOFTWARE GROUP"	"Director, Software as a Service"
"STRATEGIC OUTSOURCING"	"Global Logistics Program Manager"
"WW SALES"	"Enterprise Search Development."
"PUBLIC SECTOR"	"Professional Development Manager - Internet Competency"
"RESEARCH"	"Senior Contract Professional"
"TG STAFF"	"C-4 Equipment Support"
"SG&A"	"eServer Upgrade/Migration Project Manager"
"SG&A"	"Systems & Tech Group Forecast Coordinator"
"TG STAFF"	"ISC NPA for Custom Logic"
"SG&A"	"z/VM I/O Development"
"PUBLIC SECTOR"	"Financial Analyst"
"TA"	"IT Education Services: e-business/Application Development"
"HUMAN RESOURCES"	"EA to Mark Loughridge, SVP & CFO"
"HUMAN RESOURCES"	"Compensation, Sales & Distribution"
"TG STAFF"	"Internal Systems Group xSeries Server/SSG/Research  Program Manager"
"TG STAFF"	"Solution Engagement Manager -Systems Group"
"HUMAN RESOURCES"	"Manager of Worldwide Financial Information IT"
"PUBLIC SECTOR"	"Director of Strategic Outsourcing, Retail Industry"
"REAL ESTATE"	"Business Development Executive,  Latin America"
"STRATEGIC OUTSOURCING"	"E-Support for EMEA Helpline"
"PUBLIC SECTOR"	"Technical Assistant to Paul Malinowski, VP Global AMS Delivery"
"NONE"	"Support Services Manager, ibm.com Sales&Marketing Centre, EMEA"
"2"	"CRP Project Manager / EMEA Supply Chain"
"PUBLIC SECTOR"	"Sr. Education Specialist  - e-TC"
"STRATEGIC OUTSOURCING"	"ITS Delivery Tools"
"SG&A"	"PC Server Performance Testing Unix Benchmarks"
"NONE"	"Managing Consultant"
"2"	"Service Implementation"
"HUMAN RESOURCES"	"Director, Global Exec & Org Capability, IGS"
"TG STAFF"	"Manager Equipment Engineering Svcs - Thin Films, Etch & Metrology"
"2"	"Software Engineer"
"WW SALES"	"WebSphere Beta & Early Programs"
"64"	"x-Series Sales Specialist"
"PUBLIC SECTOR"	"IBM Global Services - SDC South SWG Account Manager"
"PUBLIC SECTOR"	"Technical Solution Architect - American Express"
"PUBLIC SECTOR"	"SDC-NE Security Infrastructure Team"
"SYS GROUP MFG"	"A/R Business Operations Mgr"
"SG&A"	"Manager, NUMA-Q Transition Engineering & LTC Infrastructure Teams"
"SOFTWARE SALES"	"Application Developer, WW Production Services North 2, ibm.com"
"SOFTWARE GROUP"	"ADV I/T SPCL(TECH OR SALES) -"
"WW SALES"	"Sr. Software Specialist Rational"
"RESEARCH"	"Senior Manager, User Experience Research Group"
"SYS GROUP MFG"	"Vice President, Systems and Software Products, Integrated Supply Chain"
"STRATEGIC OUTSOURCING"	"IGS eSat Consultant"
"REAL ESTATE"	"Consulting/education on Strategy, Innovation, Scenario Planning, CIO's, On Demand Business"
"PUBLIC SECTOR"	"Project Manager"
"REAL ESTATE"	"PLM E&E Competency"
"WW SALES"	"Business Development Manager"
"SOFTWARE SALES"	"Client Communications"
"REAL ESTATE"	"zSeries Sales Specialist, zSeries Champion"
"WW SALES"	"Internal & Executive Communications, IBM Software Group"
"STRATEGIC OUTSOURCING"	"NPAC Parts Administrator"
"STRATEGIC OUTSOURCING"	"IBM Global Svcs: VSE/ESA, z/VM, Linux, CICS, SNA, TCP/IP, DB2, OSA, MP3000, P/390"
"2"	"Business Operations Mana"
"TG STAFF"	"Technical Architect, Worldwide Deep Computing Team"
"RESEARCH"	"Accessibility Technology Development"
"SOFTWARE SALES"	"Senior IT Specialist, Global Web Sales Execution & Enablement, ibm.com"
"REAL ESTATE"	"Large Systems Sales SBC Pacific Bell"
"HUMAN RESOURCES"	"Senior Program Manager, Sales Support Programs"
"0"	"Country Executive - Government Programs"
"REAL ESTATE"	"Manager of Marketing Management/Operations and DCM"
"REAL ESTATE"	"GSIS Maintenance Sales, Reporting to Sylvia Thomas/Atlanta; Manager Yvonne Manning/Atlanta"
"PUBLIC SECTOR"	"Software support advisor"
"PROCUREMENT"	"Program Director of Platform Procurement Engineering"
"WW SALES"	"Global Alliance Manager"
"WW SALES"	"Manager, Rational ClearCase MVFS and ClearMake Development"
"WW SALES"	"Manager, IBM Software Media Relations (WebSphere)"
"RESEARCH"	"Programmer - IBM Technical Journals"
"2"	"Oracle Financial Applica"
"2"	"Application Developer"
"REAL ESTATE"	"Client Representative-  Goldman Sachs"
"PC DIVISION"	"IBM ThinkPad Market Manager, PCD EMEA"
"HUMAN RESOURCES"	"VP, LA Governmental Programs"
"REAL ESTATE"	"Assistant to Michael A. Kalinowski VP, Global Contact Center Ops"
"SYS GROUP MFG"	"Ass't to Mark Morizio & Kim Thornton"
"SYS GROUP MFG"	"Asst to Mike Willard - HR Director"
"REAL ESTATE"	"Admin to:  Wendi Brooks, Ken Turnipseed, Kimberly Weibert, Chuck Cooper and Steve Henrikson"
"2"	"Gm, Technical Services,"
"2"	"Advisory Sales Operations Specialist"
"REAL ESTATE"	"Technology Manager"
"WW SALES"	"Software Business Executive, Spanish South America"
"HUMAN RESOURCES"	"Features Editor, w3"
"SG&A"	"on demand strategy team"
"STRATEGIC OUTSOURCING"	"Program Manager, Global Sales Operations"
"PUBLIC SECTOR"	"Certified Executive Project Manager   Reinventing Education 3 Carolinas & WV"
"TG STAFF"	"MRL Thin Films,  RS, Stress, Metals Films Metrology Support - 300mm Development Thin Films"
"MARKETING"	"Marketing Mgt Process & Methodology"
"SW"	"Senior Consultant, Tivoli Virtualization Sales"
"WW SALES"	"Icing Software Business Executive"
"2"	"COMMUNICATIONS MANAGER"
"WW SALES"	"WW Field Enablement, SWG"
"SO"	"PanEMEA Program Manager"
"2"	"Service Manager"
"2"	"MANAGING CONSULTANT"
"2"	"Security Manager Unix, I"
"SG&A"	"VE/ODI Common Services"
"2"	"I/T SPECIALIST"
"0"	"PROJECT MANAGER"
"SG&A"	"RSP Technical Project Manager"
"WW SALES"	"HR Partner - SWG"
"WW SALES"	"Industry Solutions Architect"
"DEVELOPER RELATIONS"	"developerWorks Web Editor -- Sample IT Projects; developerWorks Subscription Content Team Lead"
"11"	"Consultant"
"SOFTWARE GROUP"	"iNotes Web Access Architect, STSM"
"2"	"BSS Printing WG&Ind. ISU Industry&Telco"
"2"	"Business Operations & Tranformation BCS West"
"2"	"Manager of GARS, EMEA West Region"
"PC DIVISION"	"PCD Sales Specialist"
"IS"	"PM"
"IS"	"SSR"
"PUBLIC SECTOR"	"SALES EXECUTIVE / Technical Support Services, Latin America"
"NONE"	"HR Engagement Manager"
"PUBLIC SECTOR"	"Tivoli Software Distribution"
"TG STAFF"	"Hardware Development"
"2"	"AP Manager, Web Strategy"
"SG&A"	"iSeries internal C++ compiler support"
"PUBLIC SECTOR"	"Manager - Enterprise Monitoring Solutions Lab"
"REAL ESTATE"	"Senior Marketing Manager, Sectors, ibm.com Americas"
"STRATEGIC OUTSOURCING"	"IGS WW CMT Process"
"2"	"Office Serv Manager"
"WW SALES"	"DB2 Tools QA"
"WW SALES"	"Project Manager, SWG WW Technical Sales"
"REAL ESTATE"	"East Region Sales Operations Manager"
"TG STAFF"	"Program Director, Industry Marketing"
"2"	"EUS Site Manager"
"REAL ESTATE"	"Certified Consulting IT Specialist  - Systems Management"
"REAL ESTATE"	"Americas Customer Satisfaction Programs"
"TG STAFF"	"Manager - Mask Systems, PE, and Release Central"
"2"	"Managing Consultant"
"REAL ESTATE"	"BUE SMB & Lotus Channel Sales"
"0"	"Senior I/T Specialist: Technical Sales Support"
"REAL ESTATE"	"SPR Production Printers"
"REAL ESTATE"	"CFO Financial Services Sector Americas"
"PUBLIC SECTOR"	"IGS Project Manager - AT&T ADM Account Maintenance Project Manager"
"SG&A"	"Vice President Technology Operations, IBM Systems Group"
"WW SALES"	"Rational Brand Services Manager, South US"
"0"	"Advisory Sales Territory Representative"
"0"	"Program Management"
"0"	"Senior Software Engineer"
"FINANCE"	"VXML Test and Tool Development"
"REAL ESTATE"	"Client Services Director, New England Industrial Sector"
"2"	"Manager of SW Sector Sales (SSR), SWG"
"RESEARCH"	"Healthcare and Life Sciences Standards (mainly HL7)"
"STRATEGIC OUTSOURCING"	"IT Security Consultant"
"RESEARCH"	"Human Resources  Manager"
"RESEARCH"	"Project Quasar Software Lead"
"SG&A"	"ADV. APPLICATION PROGRAMMER"
"17"	"Project Manager"
"2"	"ANZ Strategy Executive"
"0"	"MANAGING CONSULTANT - MANAGER"
"SOFTWARE GROUP"	"Lotus Workplace Collaborative Application Infrastructure Architect"
"PUBLIC SECTOR"	"IT Specialist"
"HUMAN RESOURCES"	"IT Enablement Manager - Corporate Office/Program Manager for Executive Computing Program"
"0"	"Application Programmer"
"6"	"CONSULTING I/T SPECIALIST - MA"
"WW SALES"	"Senior Representative, Data Management Solutions Customer Service"
"WW SALES"	"Software Engineer - WebSphere Administrative Console Development"
"SOFTWARE GROUP"	"STSM, WebSphere Portal and Lotus Workplace Tools and Programming Models"
"TG STAFF"	"Lithography Applications Integration Manager"
"HUMAN RESOURCES"	"Program Manager, Diversity Recruiting (Intern/Co-op, Regular)"
"TG STAFF"	"IMD Internal Account Manager"
"0"	"Executive: Consulting/Prof Services"
"17"	"IT Specialist (Database, Java)"
"TG STAFF"	"RTP/HTF ASTC Line Support Engineer"
"WW SALES"	"Assistant to Tim Blair, Director of Communications, ISV/DR & SMB, SWG"
"STRATEGIC OUTSOURCING"	"ITS Sales Specialist - Media and Entertainment"
"SOFTWARE SALES"	"Editor for BP Directions, marcomm lead for SSM, Training & Certification, and Campaign Designer."
"2"	"HUMAN RESOURCE PROFESSIONAL"
"SOFTWARE GROUP"	"First Line Manager, Lotus Technical Support Center, Atlanta"
"SOFTWARE GROUP"	"WW Business Operations"
"WW SALES"	"Sr. Manager, Rational Engineering Services"
"2"	"IT Specialist"
"6"	"Manager, WC System Test"
"WW SALES"	"Manager for the Pervasive and Integrated User Technology  (BWGA) department"
"SG&A"	"Team Lead - Third Party Storage Alliances Test and Integration"
"2"	"Associate Project Manage"
"GS"	"Global CBOM Yellowstone"
"2"	"Director HR Australia/ne"
"TG STAFF"	"Vice President,  Marketing and Strategy"
"HUMAN RESOURCES"	"Assistant to Maria Reeves Hayes, Vice President, Corporate Communications"
"2"	"Communications Mgr, EMEA Communications Sector"
"2"	"Client Representative"
"SYS GROUP MFG"	"Assistant to General Legal Department"
"SOFTWARE GROUP"	"SWG Sr. HR Partner"
"WW SALES"	"Content Editor - WebSphere Developer Domain, WebSphere Developer Technical Journal"
"17"	"IT Specialist"
"SOFTWARE GROUP"	"Sr. HR Partner/Lotus Team Lead"
"REAL ESTATE"	"Marketing Manager - Small & Medium Business Center"
"SOFTWARE GROUP"	"ADV EDUCATION SPECIALIST"
"REAL ESTATE"	"Business Support Leader - Western Region"
"WW SALES"	"WebSphere Security"
"STRATEGIC OUTSOURCING"	"Director, IGS Global Customer Satisfaction & Sales Operations"
"6"	"SENIOR I/T SPECIALIST"
"PUBLIC SECTOR"	"Learning Solutions"
"SOFTWARE SALES"	"Program Director, Global Solutions Marketing"
"WW SALES"	"ESW Value Chain and Cross SW Value Chains SME"
"11"	"IT Specialist / Advisory"
"NONE"	"NR Procurement Budget Analyst"
"80"	"EXECUTIVE, EBHS DELIVERY, AP"
"FINANCE"	"PvC Performance"
"2"	"STAFF HUMAN RESOURCE PROFESSIO"
"4"	"Director of Strategic Outsourcing"
"2"	"SOFTWARE ENGINEER"
"2"	"PR"
"HUMAN RESOURCES"	"Director, Executive Compensation"
"34"	"Director of SMB Sales,SMB"
"SOFTWARE GROUP"	"Project Lead/Senior Software Engineer in Lotus Domino Security Group"
"HUMAN RESOURCES"	"Director, Business Transformation"
"PUBLIC SECTOR"	"Consultant - Supply Chain Operations and Solutions"
"0"	"Staff Application Programmer"
"2"	"ADVISORY SOFTWARE ENGINEER"
"SG&A"	"RACF Security Development"
"PUBLIC SECTOR"	"Senior Consultant"
"WW SALES"	"Development Manager, Common Portal Engine"
"PUBLIC SECTOR"	"Manager, SAS Transition Project Management"
"TG STAFF"	"IP Law Counsel, Engineering & Technology Services"
"2"	"Networking Support Services Business Manager"
"SOFTWARE GROUP"	"Lotus Workplace ISV Technical Enablement"
"WW SALES"	"DB2 Tools for z/OS and OS/390 QA"
"PUBLIC SECTOR"	"Adv. Project Manager, MAIN"
"PUBLIC SECTOR"	"Technical Support Services, Service Delivery Center - South"
"0"	"Developer"
"0"	"Senior Operations Manager - BTO Operations (Handling Call Center Operations)"
"0"	"Content Developer/Analyst, AMS Learning Development"
"2"	"Analyst Programmer"
"SG&A"	"na"
"SOFTWARE SALES"	"SOFTWARE ENGINEER"
"HUMAN RESOURCES"	"Director, Workforce Diversity Operations"
"PC DIVISION"	"US ThinkCentre & ThinkVisuals Launch Coordinator"
"STRATEGIC OUTSOURCING"	"Manager, Business Consulting Services Mkting Operations"
"STRATEGIC OUTSOURCING"	"Deskside Services Representative"
